tender_id,description,due_date,url
107002005,"PDF Tender: Three piece design 1/2 Ball Valve, Screwed end, double female with lateral dismantling make /model required. 1) M/s L&T Cat.No.L3RBTC 2) M/s LEGRIS Part No.48321521",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/042026/107002005/viewNitPdf_5328676.pdf
107001997,PDF Tender: Feed valve (Reducing valve),Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/052026/107001997/viewNitPdf_5328713.pdf
107001994,PDF Tender: Three piece design 3/4 inch Ball Valve with steel body and screwed end double female with lateral dismantling. Make/ model required.1 ) M/s. L&T Cat L3RBTC 2) M/s. LEGRIS Part No.48322027,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/042026/107001994/viewNitPdf_5328702.pdf
107001990,"PDF Tender: MAGNET VALVE ASSEMBLY,",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107001990/viewNitPdf_5328895.pdf
107001983,"PDF Tender: AUTOMATIC ISOLATING VALVE TO WSF PT.No IC.700021/1, Pomphlet No.Al236",Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/042026/107001983/viewNitPdf_5328668.pdf
107001890,PDF Tender: Supply of 5/2 PUSH PULL SPRING RETURN VALVE.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/042026/107001890/viewNitPdf_5328565.pdf
107001881,PDF Tender: (FOR VANDE BHARAT) NON - RETURN VALVE (NRV),Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107001881/viewNitPdf_5328559.pdf
107001876,PDF Tender: Push Type Flushing valve with plate and Pneumatic System,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107001876/viewNitPdf_5328526.pdf
107001871,PDF Tender: Kit for Duplex Check Valve.,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/032026/107001871/viewNitPdf_5328549.pdf
107001779,PDF Tender: Joy Stick Type Horn Valve,Not specified,https://www.ireps.gov.in/ireps/supply/pdfdocs/042026/107001779/viewNitPdf_5328813.pdf
